Ticker,Score,Months,Value,Values
LMT,1.1708,71,2.20083,1.00465|1.03283|1.06016|1.08954|1.11812|1.14707|1.17876|1.20954|1.24107|1.27443|1.30768|1.34042|1.37323|1.40159|1.42726|1.45236|1.47832|1.50921|1.54058|1.57675|1.61428|1.64918|1.68617|1.72526|1.76425|1.80766|1.85117|1.89241|1.93336|1.97377|2.0151|2.05531|2.09105|2.12763|2.16375|2.20083
MDLZ,1.0189,71,1.12164,0.99538|1.00124|1.00536|1.00932|1.01273|1.01417|1.01562|1.01773|1.02014|1.02119|1.02523|1.0303|1.03506|1.04079|1.04603|1.05088|1.05534|1.05959|1.06331|1.06731|1.07216|1.07434|1.07804|1.08169|1.08486|1.0887|1.09326|1.09687|1.10168|1.10674|1.11152|1.11431|1.1164|1.11699|1.11925|1.12164
GS,1.0745,71,1.49375,0.99538|1.01028|1.02587|1.04266|1.05555|1.0702|1.08378|1.09782|1.11275|1.1277|1.14566|1.16157|1.17626|1.18875|1.20141|1.21279|1.22294|1.23568|1.24994|1.26423|1.27912|1.29426|1.31386|1.33408|1.35292|1.37053|1.38885|1.41018|1.42731|1.44111|1.45525|1.46725|1.47772|1.48473|1.49001|1.49375
QCOM,1.0715,71,1.46669,0.98924|0.9963|1.00681|1.01807|1.02848|1.03838|1.04853|1.06201|1.07854|1.09377|1.10966|1.12528|1.14183|1.16025|1.17908|1.19561|1.21056|1.22555|1.24023|1.25369|1.2686|1.28341|1.29815|1.3118|1.32454|1.33664|1.34932|1.36336|1.37708|1.39104|1.4043|1.41613|1.42756|1.44006|1.45285|1.46669
ADP,1.0893,71,1.62762,0.99879|1.013|1.02625|1.04033|1.0524|1.06402|1.07529|1.08781|1.10166|1.11602|1.1316|1.14497|1.15877|1.1729|1.18666|1.20271|1.22102|1.23744|1.25584|1.27523|1.29527|1.31446|1.33484|1.35754|1.38092|1.40433|1.42716|1.44863|1.46981|1.48948|1.51117|1.53412|1.55785|1.5809|1.60502|1.62762
INTU,1.1674,71,2.20713,0.9991|1.02242|1.048|1.07294|1.09588|1.1201|1.14781|1.17678|1.20779|1.23636|1.26457|1.29236|1.32109|1.3501|1.37881|1.40538|1.43245|1.45964|1.48881|1.51892|1.55274|1.58387|1.61935|1.65617|1.69483|1.73598|1.77983|1.82509|1.87185|1.9199|1.96992|2.01776|2.0684|2.11542|2.1627|2.20713
BDX,1.1394,71,1.95486,1.00253|1.02356|1.04573|1.06873|1.09221|1.11502|1.13769|1.1607|1.18567|1.20883|1.23191|1.25543|1.28098|1.3053|1.32979|1.35783|1.38675|1.41645|1.44625|1.47589|1.50726|1.53742|1.57056|1.60405|1.63779|1.66994|1.70131|1.73085|1.76022|1.78788|1.816|1.84328|1.87126|1.89918|1.92756|1.95486
DUK,1.0396,71,1.2678,0.99592|1.0055|1.01409|1.02232|1.02883|1.03341|1.03833|1.04324|1.0482|1.05466|1.06141|1.0679|1.07392|1.0779|1.08182|1.08808|1.09689|1.10672|1.11684|1.12878|1.13906|1.1489|1.15928|1.17008|1.17991|1.1893|1.19939|1.20873|1.21756|1.2253|1.23277|1.2389|1.24575|1.25156|1.25858|1.2678
TJX,1.228,71,2.66597,1.00458|1.03659|1.06842|1.10346|1.13756|1.16881|1.1993|1.22987|1.25953|1.28958|1.3223|1.3559|1.39012|1.42573|1.4593|1.4975|1.54019|1.58421|1.63147|1.6832|1.73486|1.78734|1.83939|1.89098|1.94538|2.00182|2.0579|2.11802|2.18017|2.24224|2.30245|2.36389|2.43271|2.50431|2.58348|2.66597
ISRG,1.79,71,6.39546,1.01312|1.06822|1.12987|1.20476|1.28117|1.36476|1.44654|1.52888|1.61333|1.70169|1.79131|1.89035|2.00795|2.12495|2.26803|2.41602|2.59611|2.77821|2.96123|3.15431|3.34206|3.52677|3.72059|3.93096|4.12651|4.339|4.53593|4.76787|5.00161|5.19466|5.42735|5.61359|5.82075|5.98648|6.17728|6.39546
BIIB,1.2659,71,2.87085,0.99941|1.02933|1.06207|1.09065|1.11771|1.14335|1.1743|1.20309|1.2356|1.27081|1.30309|1.33361|1.36449|1.40241|1.44498|1.49014|1.53513|1.58949|1.64423|1.70154|1.76511|1.83201|1.90875|1.98432|2.06403|2.14137|2.21579|2.29193|2.36283|2.42423|2.49174|2.56753|2.6423|2.7171|2.79144|2.87085
CB,1.1042,71,1.73114,1.00058|1.02246|1.04122|1.05868|1.0738|1.08777|1.1019|1.11836|1.13586|1.15338|1.17446|1.19256|1.21089|1.22521|1.24258|1.26407|1.28561|1.3061|1.32922|1.35374|1.37588|1.39782|1.42264|1.44741|1.46972|1.49166|1.51366|1.53614|1.5607|1.58662|1.60898|1.63262|1.65823|1.68279|1.71043|1.73114
CI,1.2039,71,2.40218,1.00084|1.02971|1.06036|1.0906|1.12083|1.14723|1.17341|1.20104|1.23167|1.26213|1.29578|1.33372|1.37079|1.40623|1.43881|1.47484|1.50999|1.55191|1.59699|1.64174|1.68494|1.73232|1.78729|1.84091|1.89338|1.94695|1.9973|2.04569|2.09176|2.13589|2.17657|2.21221|2.25941|2.30678|2.35288|2.40218
CELG,1.5248,71,4.47267,1.0068|1.04193|1.08138|1.12248|1.16002|1.20029|1.24944|1.30776|1.37247|1.44269|1.51743|1.59681|1.68078|1.771|1.86666|1.97044|2.08253|2.1969|2.31782|2.44279|2.57277|2.70384|2.83859|2.97135|3.11067|3.25576|3.39997|3.53742|3.66559|3.7896|3.91755|4.04221|4.14038|4.26207|4.37407|4.47267
CHTR,1.616,71,5.67576,1.01341|1.06309|1.11357|1.16773|1.22589|1.28717|1.35373|1.4244|1.49503|1.57435|1.66099|1.75092|1.84595|1.94404|2.04943|2.16041|2.2718|2.39017|2.51107|2.62732|2.74815|2.86465|2.98947|3.12172|3.27063|3.44102|3.6221|3.79552|3.98876|4.18376|4.38328|4.58343|4.81185|5.08181|5.37709|5.67576
D,1.0691,71,1.47722,0.999|1.01262|1.02565|1.03855|1.04957|1.0593|1.06891|1.07888|1.08939|1.10062|1.11215|1.12446|1.13724|1.14847|1.15934|1.17096|1.18516|1.20164|1.21657|1.2317|1.24546|1.26003|1.27526|1.29102|1.30705|1.32344|1.3406|1.35709|1.37372|1.39138|1.40878|1.42344|1.43834|1.45294|1.46482|1.47722
CME,1.1339000000000001,49,2.2224,1.00726|1.04927|1.09327|1.13583|1.18072|1.23365|1.29062|1.34707|1.40465|1.46684|1.5366|1.60116|1.65846|1.72759|1.80692|1.87906|1.93993|1.99603|2.04759|2.08836|2.11595|2.14622|2.1837|2.21215|2.2224|2.20853|2.20155|2.19511|2.16956|2.11173|2.02628|1.97005|1.93607|1.91864|1.91605|1.91028
SYK,1.1222,71,1.84473,1.00292|1.02771|1.05276|1.07614|1.10077|1.1246|1.14906|1.17287|1.19601|1.21857|1.24321|1.26774|1.28976|1.31011|1.33218|1.35743|1.38199|1.40567|1.43101|1.45593|1.48248|1.50984|1.53841|1.5658|1.59193|1.61932|1.64308|1.66598|1.69103|1.71816|1.74|1.76405|1.78616|1.80367|1.82116|1.84473
PNC,1.0584,71,1.41018,0.99667|1.01203|1.02627|1.04098|1.05429|1.06574|1.07648|1.08814|1.09875|1.10806|1.11935|1.13119|1.14124|1.15008|1.15776|1.16715|1.17771|1.19097|1.20289|1.21387|1.22626|1.23823|1.25125|1.26493|1.27911|1.29202|1.30418|1.31673|1.32956|1.34325|1.35731|1.37064|1.38164|1.39138|1.40274|1.41018
PNC,1.0584,71,1.41018,0.99667|1.01203|1.02627|1.04098|1.05429|1.06574|1.07648|1.08814|1.09875|1.10806|1.11935|1.13119|1.14124|1.15008|1.15776|1.16715|1.17771|1.19097|1.20289|1.21387|1.22626|1.23823|1.25125|1.26493|1.27911|1.29202|1.30418|1.31673|1.32956|1.34325|1.35731|1.37064|1.38164|1.39138|1.40274|1.41018
SLB,1.111,71,1.69799,0.992|1.00144|1.01289|1.02551|1.03619|1.04889|1.06069|1.07537|1.08979|1.10709|1.12712|1.15009|1.17144|1.19255|1.21465|1.23765|1.26238|1.28839|1.31331|1.3361|1.36014|1.38605|1.4138|1.44302|1.47195|1.49842|1.52937|1.55957|1.58714|1.60803|1.62789|1.64441|1.6624|1.67573|1.68771|1.69799
MS,1.0121,61,1.10296,0.98875|0.99396|0.99973|1.007|1.01006|1.01784|1.0247|1.03249|1.04121|1.04645|1.054|1.05963|1.06521|1.06756|1.06666|1.0643|1.05909|1.05639|1.05287|1.05072|1.05121|1.05179|1.05794|1.06471|1.07052|1.07815|1.08295|1.09221|1.09622|1.10051|1.10296|1.10201|1.09962|1.09261|1.08377|1.07139
SYK,1.1222,71,1.84473,1.00292|1.02771|1.05276|1.07614|1.10077|1.1246|1.14906|1.17287|1.19601|1.21857|1.24321|1.26774|1.28976|1.31011|1.33218|1.35743|1.38199|1.40567|1.43101|1.45593|1.48248|1.50984|1.53841|1.5658|1.59193|1.61932|1.64308|1.66598|1.69103|1.71816|1.74|1.76405|1.78616|1.80367|1.82116|1.84473
CL,1.0731,71,1.51622,0.99696|1.00618|1.01417|1.02313|1.03318|1.04236|1.05215|1.06268|1.0734|1.08421|1.09579|1.10774|1.12056|1.1322|1.14507|1.15985|1.17382|1.18839|1.20346|1.2181|1.23201|1.2462|1.2622|1.27895|1.29627|1.31399|1.33145|1.34926|1.3695|1.39055|1.41104|1.43081|1.45284|1.47395|1.4948|1.51622
CSX,1.1981,71,2.45231,1.00272|1.03485|1.07141|1.1089|1.14499|1.1797|1.21312|1.24608|1.28013|1.31472|1.35246|1.38885|1.42289|1.45418|1.48328|1.5122|1.54207|1.57321|1.60509|1.63528|1.66855|1.7057|1.74857|1.79717|1.84853|1.90183|1.95648|2.00899|2.0616|2.11504|2.17229|2.23124|2.2926|2.34958|2.40136|2.45231
SCHW,1.1038999999999999,71,1.67101,0.99224|1.00433|1.01557|1.02827|1.03905|1.05312|1.0682|1.08676|1.10591|1.12551|1.14925|1.17087|1.1926|1.21537|1.23498|1.25594|1.27363|1.29411|1.31403|1.33341|1.35621|1.37635|1.39919|1.42309|1.44575|1.4694|1.49131|1.51927|1.54577|1.56993|1.59736|1.62017|1.64051|1.65234|1.66425|1.67101
EOG,1.2551999999999999,71,2.77568,1.00321|1.03976|1.07513|1.11237|1.14773|1.18232|1.21299|1.24656|1.27607|1.31105|1.35293|1.39451|1.43611|1.47843|1.51948|1.56542|1.61688|1.66695|1.71753|1.76904|1.82551|1.88302|1.93927|2.00177|2.06505|2.13223|2.19775|2.26143|2.32906|2.39726|2.47387|2.54257|2.61634|2.67927|2.73172|2.77568
BLK,1.241,71,2.71734,1.0061|1.03981|1.07591|1.11093|1.14269|1.17189|1.20081|1.23149|1.26669|1.30286|1.34135|1.3805|1.42129|1.46279|1.50265|1.54643|1.59001|1.63915|1.68697|1.73464|1.78469|1.83416|1.89019|1.95162|2.01546|2.07846|2.14032|2.20365|2.26329|2.32029|2.37678|2.43607|2.50676|2.57727|2.65145|2.71734
FOXA,1.1067,71,1.70828,0.99722|1.01082|1.02694|1.04423|1.06325|1.08231|1.10368|1.12328|1.14091|1.15775|1.17713|1.19734|1.21873|1.23941|1.25756|1.27374|1.29308|1.31498|1.33595|1.35696|1.38114|1.40437|1.43131|1.46031|1.4881|1.51657|1.54378|1.56884|1.59051|1.60888|1.62639|1.64416|1.66232|1.6795|1.69537|1.70828
BSX,1.1131,71,1.74827,0.99636|1.01649|1.0364|1.06031|1.08649|1.11456|1.14379|1.17458|1.21111|1.25032|1.29091|1.33081|1.37197|1.41201|1.45315|1.49634|1.53887|1.575|1.6046|1.63393|1.65953|1.6733|1.68672|1.69771|1.7054|1.70567|1.70521|1.70781|1.70868|1.71031|1.71169|1.7193|1.72525|1.7335|1.74494|1.74827
SO,1.0449,71,1.31945,0.99887|1.01095|1.02241|1.03339|1.04378|1.05436|1.06515|1.07593|1.08599|1.09566|1.10489|1.11519|1.12537|1.13434|1.14267|1.15213|1.16068|1.16956|1.17813|1.18676|1.19379|1.20101|1.20908|1.21681|1.22458|1.23398|1.24473|1.25438|1.26426|1.273|1.28066|1.28841|1.29624|1.30294|1.31095|1.31945
GM,1.0471,71,1.44543,0.99316|0.99846|1.00464|1.0102|1.02157|1.03949|1.05675|1.0744|1.09287|1.11053|1.126|1.13797|1.1511|1.16068|1.16735|1.16998|1.16939|1.16634|1.1617|1.15945|1.16565|1.16299|1.16229|1.17034|1.18428|1.19513|1.19878|1.21078|1.23006|1.25405|1.27609|1.31412|1.3467|1.37561|1.4111|1.44543
RTN,1.1444,71,2.00218,1.00209|1.02449|1.04787|1.07289|1.09596|1.11745|1.1403|1.1634|1.18839|1.21555|1.24217|1.26851|1.29367|1.31573|1.33679|1.36128|1.38895|1.41913|1.44899|1.4804|1.51105|1.53969|1.56972|1.60354|1.63872|1.6757|1.71193|1.7467|1.7807|1.81504|1.85012|1.88295|1.91472|1.94402|1.97394|2.00218
SPGI,1.152,71,2.03888,1.00107|1.02417|1.04778|1.06988|1.09249|1.11764|1.14422|1.16929|1.19476|1.22165|1.25162|1.28122|1.30946|1.33562|1.36246|1.39171|1.41967|1.45084|1.48164|1.51081|1.54214|1.57401|1.61076|1.64583|1.68127|1.71463|1.7498|1.78575|1.82408|1.85889|1.88969|1.92237|1.95516|1.98575|2.01258|2.03888
DE,1.1319,71,1.9588,0.9999|1.02466|1.04937|1.07543|1.10383|1.13238|1.1614|1.19108|1.22147|1.2482|1.27521|1.30099|1.32498|1.34659|1.36658|1.38384|1.40127|1.42089|1.44166|1.46543|1.48931|1.51596|1.54473|1.57322|1.60201|1.6335|1.66498|1.69825|1.73296|1.76676|1.79829|1.83137|1.864|1.89219|1.92289|1.9588
OXY,1.2038,71,2.42414,0.99921|1.02152|1.04327|1.06718|1.0919|1.11752|1.14162|1.16659|1.19015|1.21421|1.23983|1.2691|1.30068|1.33431|1.36829|1.40579|1.44391|1.48456|1.52767|1.57104|1.61724|1.66371|1.71246|1.76443|1.81468|1.86758|1.92387|1.98316|2.04023|2.09723|2.15663|2.21002|2.268|2.31635|2.36744|2.42414
WBA,1.0755,71,1.49132,0.99538|1.00855|1.02264|1.03584|1.04625|1.05389|1.06106|1.0695|1.07934|1.09232|1.10696|1.12399|1.1401|1.15442|1.16826|1.18311|1.19758|1.2134|1.23083|1.24874|1.26706|1.28547|1.30425|1.32082|1.3378|1.35534|1.37332|1.39111|1.41011|1.42906|1.44407|1.45538|1.46531|1.47338|1.48142|1.49132
NSC,1.1533,71,2.07607,1.00093|1.02806|1.05422|1.08068|1.10759|1.13584|1.16258|1.19096|1.21887|1.24525|1.27378|1.30295|1.33005|1.35476|1.37933|1.4055|1.43141|1.45871|1.48663|1.51145|1.53738|1.56532|1.59914|1.63814|1.67966|1.7225|1.76296|1.80216|1.84098|1.87738|1.91367|1.94773|1.98562|2.01836|2.04783|2.07607
EXC,1.0479,63,1.30195,0.99608|1.00807|1.01892|1.02966|1.03908|1.0466|1.05257|1.05843|1.0649|1.07155|1.08092|1.09281|1.10363|1.1138|1.12354|1.13485|1.14862|1.16197|1.17544|1.1874|1.19717|1.20789|1.219|1.23042|1.24059|1.2513|1.26355|1.27525|1.28515|1.29437|1.30018|1.30195|1.30171|1.29826|1.29298|1.28906
VRTX,1.1945,71,2.45593,1.00051|1.03824|1.07925|1.11015|1.13131|1.15428|1.18236|1.21825|1.25607|1.29723|1.33553|1.37165|1.40225|1.43025|1.45914|1.49104|1.5213|1.55354|1.58367|1.61678|1.6547|1.69032|1.73137|1.76604|1.81412|1.86981|1.93584|1.98686|2.03075|2.07038|2.12497|2.1924|2.2485|2.31333|2.38085|2.45593
BK,1.0269,65,1.16199,0.99183|0.99838|1.00308|1.00782|1.01131|1.01518|1.01876|1.02364|1.02735|1.032|1.03928|1.04531|1.04972|1.05386|1.05862|1.06279|1.06741|1.07416|1.08009|1.0867|1.09482|1.10125|1.10964|1.1179|1.12397|1.1301|1.13667|1.14459|1.15175|1.15535|1.15812|1.16001|1.16199|1.16117|1.15995|1.15673
AGN,1.299,71,3.14634,0.99746|1.01734|1.03851|1.0611|1.08327|1.1069|1.13392|1.16172|1.19095|1.21981|1.25172|1.28926|1.33302|1.37882|1.42847|1.48282|1.54251|1.60271|1.66392|1.72727|1.79422|1.86087|1.93134|2.00399|2.07896|2.15995|2.24939|2.34565|2.44231|2.54271|2.64437|2.74613|2.84763|2.94538|3.04453|3.14634
MMC,1.0608,71,1.43376,0.99572|1.00485|1.01228|1.01927|1.02479|1.02957|1.03569|1.0435|1.0533|1.06345|1.07461|1.08512|1.09492|1.10204|1.11059|1.12123|1.13307|1.1459|1.15873|1.17062|1.18204|1.19192|1.20513|1.21993|1.23529|1.25176|1.26956|1.28579|1.30192|1.32094|1.33837|1.35699|1.37846|1.39779|1.41667|1.43376
ZTS,1.2809,65,2.77992,1.00723|1.03747|1.07318|1.11439|1.15638|1.20123|1.24893|1.29889|1.34593|1.3916|1.43688|1.47744|1.5124|1.54984|1.58311|1.62228|1.67136|1.71707|1.76871|1.82415|1.89194|1.95925|2.05207|2.1581|2.26931|2.38935|2.49837|2.59618|2.67363|2.72452|2.74208|2.76009|2.77992|2.77343|2.70641|2.70428
NOC,1.1865,71,2.30308,1.0043|1.03074|1.05458|1.08189|1.10859|1.13575|1.16498|1.19232|1.22063|1.25208|1.28301|1.31396|1.34575|1.37545|1.4046|1.43508|1.46442|1.50016|1.53733|1.57775|1.62023|1.66076|1.70408|1.74953|1.79589|1.84501|1.89409|1.94126|1.98906|2.03526|2.08361|2.13064|2.17578|2.21824|2.26153|2.30308
GD,1.1297,71,1.8764,1.00151|1.02417|1.0457|1.06933|1.09192|1.11494|1.13777|1.16149|1.18434|1.20792|1.23119|1.25467|1.27804|1.2997|1.31779|1.33689|1.35906|1.38318|1.40871|1.43899|1.47113|1.502|1.53349|1.56592|1.59657|1.62933|1.66193|1.69285|1.72338|1.75178|1.78005|1.80499|1.82577|1.84314|1.86031|1.8764
MU,1.1253,71,2.20639,0.99084|1.01348|1.0411|1.06395|1.09301|1.13425|1.18472|1.22514|1.265|1.30279|1.33652|1.36984|1.39795|1.4089|1.40339|1.38898|1.36878|1.34812|1.32925|1.31014|1.30212|1.30137|1.31109|1.34395|1.39068|1.45008|1.51752|1.59685|1.68322|1.77974|1.87669|1.97061|2.06048|2.13227|2.17985|2.20639
ILMN,1.8865,71,7.22947,1.00474|1.05745|1.11651|1.18518|1.2617|1.34086|1.41948|1.50497|1.59998|1.70563|1.81489|1.92928|2.062|2.20455|2.33777|2.48769|2.65159|2.83436|3.02807|3.23539|3.43972|3.63429|3.82685|4.00894|4.22086|4.447|4.71349|5.00653|5.34595|5.70042|6.01805|6.28784|6.50329|6.71105|6.94749|7.22947
ECL,1.1503,71,2.06114,1.00258|1.02421|1.04498|1.06663|1.08855|1.11098|1.13274|1.15512|1.17899|1.2032|1.229|1.25677|1.28399|1.31058|1.33682|1.36514|1.39413|1.42351|1.45201|1.48124|1.51176|1.5441|1.57709|1.61151|1.64755|1.68331|1.71867|1.75568|1.79338|1.82805|1.86454|1.90235|1.94194|1.98114|2.02123|2.06114
MET,1.0501,65,1.32764,0.99642|1.01|1.02369|1.03647|1.04566|1.05485|1.06737|1.07771|1.09043|1.10229|1.11413|1.12416|1.13241|1.13997|1.14757|1.15698|1.16489|1.1762|1.18559|1.19452|1.20693|1.21883|1.23228|1.24547|1.25708|1.27015|1.28325|1.29536|1.30462|1.31274|1.3224|1.32671|1.32764|1.32665|1.32472|1.32148
NOW,1.5550000000000002,71,6.01017,1.01884|1.07406|1.12648|1.19491|1.26459|1.33431|1.40815|1.47548|1.53683|1.60372|1.65338|1.73324|1.79684|1.8556|1.91939|1.97225|2.0083|2.05962|2.07683|2.12848|2.22232|2.29024|2.44091|2.58428|2.75498|2.93432|3.11627|3.32816|3.57231|3.80421|4.13186|4.5276|4.90506|5.36661|5.69261|6.01017
ITW,1.106,71,1.73488,0.99903|1.01582|1.03249|1.05107|1.06919|1.08833|1.10739|1.12719|1.14744|1.16693|1.1889|1.20957|1.22912|1.24605|1.26321|1.28279|1.30291|1.32434|1.34609|1.36822|1.38996|1.41054|1.43334|1.45735|1.48204|1.5087|1.53328|1.55639|1.57794|1.59953|1.62065|1.6429|1.66696|1.69|1.71327|1.73488
MPC,1.198,71,2.89716,1.00238|1.03819|1.07761|1.12772|1.17087|1.21954|1.26707|1.31268|1.35704|1.39141|1.41368|1.43994|1.46883|1.50471|1.53057|1.54675|1.55612|1.57488|1.59703|1.6219|1.66271|1.69608|1.71861|1.74676|1.76681|1.79683|1.82154|1.87057|1.95333|2.06038|2.17984|2.29958|2.42999|2.55016|2.70314|2.89716
ICE,1.1597,71,2.22132,1.00569|1.04385|1.07659|1.11301|1.15316|1.19249|1.23162|1.25793|1.28214|1.3017|1.31773|1.33628|1.33908|1.34721|1.3614|1.36853|1.39337|1.42532|1.46088|1.5046|1.554|1.58729|1.62383|1.66731|1.70849|1.75482|1.80168|1.83968|1.88433|1.93438|1.98141|2.03|2.07266|2.1187|2.17018|2.22132
PGR,1.1064,69,1.73278,1.00393|1.03113|1.05502|1.082|1.11064|1.13675|1.16494|1.1949|1.22062|1.24469|1.27054|1.29249|1.31724|1.33903|1.35614|1.37852|1.40494|1.42891|1.45982|1.48727|1.50726|1.52834|1.55024|1.56787|1.58392|1.59823|1.61088|1.62927|1.64577|1.6559|1.67194|1.6892|1.70478|1.71904|1.73278|1.73068
FDX,1.1153,71,1.77905,0.99874|1.01718|1.0384|1.06062|1.08253|1.10256|1.12411|1.14653|1.17106|1.19617|1.22252|1.24678|1.26847|1.28746|1.30621|1.32705|1.34976|1.37275|1.39645|1.41935|1.44269|1.46494|1.48858|1.51286|1.53998|1.56939|1.59941|1.62705|1.65111|1.67012|1.68933|1.70858|1.73083|1.75011|1.76953|1.77905
EMR,1.0547,71,1.38719,0.99564|1.008|1.01944|1.03174|1.04287|1.05299|1.06252|1.07358|1.08339|1.09282|1.10406|1.11479|1.12428|1.132|1.13879|1.14671|1.15648|1.16544|1.17574|1.18423|1.19415|1.20399|1.21615|1.22939|1.24168|1.25627|1.27198|1.28798|1.30346|1.31701|1.32969|1.34299|1.35565|1.36756|1.37834|1.38719
APD,1.0998,71,1.69811,1.00021|1.02025|1.03929|1.05916|1.07708|1.09596|1.11369|1.13099|1.1476|1.16406|1.1839|1.20234|1.21831|1.23294|1.24767|1.26412|1.28103|1.29942|1.31932|1.33957|1.36134|1.38298|1.40611|1.43063|1.45515|1.48048|1.50591|1.53168|1.5567|1.57981|1.60147|1.61985|1.63908|1.65731|1.67858|1.69811
KMB,1.0607,71,1.40794,0.9961|1.00499|1.01312|1.02136|1.02974|1.03657|1.0436|1.05114|1.06009|1.06966|1.07926|1.09043|1.10135|1.11067|1.11953|1.13033|1.14252|1.15639|1.17225|1.18866|1.20441|1.21938|1.23498|1.25016|1.26442|1.27802|1.29126|1.3035|1.3165|1.33038|1.34307|1.35512|1.3677|1.37983|1.39354|1.40794
CTSH,1.4948000000000001,71,4.32139,1.00703|1.04525|1.09054|1.14131|1.19422|1.24816|1.30876|1.37202|1.44345|1.52006|1.60418|1.69032|1.77224|1.85545|1.93704|2.02458|2.12328|2.22608|2.3359|2.4447|2.56125|2.67384|2.79629|2.91324|3.0317|3.15859|3.28748|3.41619|3.55137|3.68803|3.81915|3.92474|4.03242|4.11837|4.21681|4.32139
TGT,1.0465,71,1.31383,0.99467|1.00637|1.01836|1.03209|1.04539|1.0583|1.06865|1.0782|1.08522|1.09115|1.09684|1.10189|1.10564|1.10978|1.11645|1.12487|1.13695|1.14898|1.16369|1.1777|1.19162|1.20581|1.22066|1.23427|1.24871|1.25973|1.26796|1.27337|1.27754|1.2794|1.28319|1.28643|1.293|1.29755|1.30534|1.31383
AON,1.1291,71,1.90611,1.00063|1.02108|1.04078|1.05948|1.07649|1.09408|1.11177|1.1302|1.15085|1.17044|1.18901|1.20925|1.23|1.24914|1.26964|1.29497|1.32285|1.35261|1.38298|1.4091|1.43456|1.45932|1.48791|1.51778|1.55011|1.58143|1.61348|1.64562|1.67783|1.71071|1.7427|1.77588|1.81111|1.84399|1.87724|1.90611
ADI,1.056,71,1.38187,0.99388|1.00146|1.01183|1.02001|1.02715|1.03556|1.0458|1.056|1.06674|1.07792|1.08856|1.09969|1.11116|1.12148|1.13186|1.14236|1.15359|1.16451|1.17478|1.18335|1.19365|1.20333|1.21577|1.22904|1.24288|1.25674|1.26965|1.28225|1.29612|1.30862|1.32228|1.3339|1.34574|1.35697|1.3691|1.38187
PRU,1.0704,61,1.49789,0.99917|1.01941|1.04051|1.06242|1.08353|1.10577|1.13096|1.15356|1.17705|1.19598|1.21733|1.24019|1.26165|1.27898|1.29173|1.30639|1.32|1.33938|1.35307|1.36133|1.3753|1.38637|1.4027|1.41893|1.42955|1.44564|1.461|1.47676|1.48993|1.49572|1.49789|1.49473|1.48932|1.47632|1.46662|1.44887
