Ticker,Score,Months,Value,Values
KMI,1.0727,1,0.98791,0.98791|0.98432|0.97954|0.9803|0.9766|0.96778|0.95299|0.93669|0.9221|0.90714|0.89154|0.87682|0.86303|0.84793|0.83349|0.82027|0.80517|0.78527|0.76639|0.73984|0.72172|0.7044|0.68947|0.6681|0.64375|0.6148|0.58819|0.57134|0.55895|0.56276|0.56738|0.57198|0.57552|0.57359|0.57229|0.57267
WM,1.0748,71,1.53245,1.00022|1.01932|1.03667|1.05418|1.07237|1.08803|1.10248|1.11836|1.13312|1.14553|1.15864|1.17105|1.18293|1.19631|1.20891|1.22311|1.23979|1.25572|1.27271|1.29006|1.30676|1.32248|1.33785|1.35238|1.36927|1.38533|1.39929|1.41404|1.42828|1.44215|1.45496|1.46954|1.4854|1.50079|1.51689|1.53245
COF,1.0557,65,1.3698,0.99534|1.01422|1.03335|1.05123|1.06332|1.07472|1.08776|1.10036|1.11018|1.12102|1.13704|1.15605|1.17092|1.17902|1.18195|1.18821|1.20273|1.22208|1.2403|1.25502|1.26996|1.28305|1.29448|1.30437|1.31283|1.32589|1.33778|1.34712|1.35387|1.35745|1.36057|1.36523|1.3698|1.36875|1.36592|1.359
EW,1.2932000000000001,71,3.05301,1.00949|1.04864|1.08557|1.123|1.16545|1.20904|1.25372|1.2963|1.33838|1.38418|1.43304|1.48326|1.53255|1.58562|1.64074|1.70099|1.76123|1.82504|1.88775|1.94624|2.00648|2.06671|2.13093|2.19532|2.26745|2.34088|2.41759|2.49088|2.55827|2.62202|2.68396|2.74379|2.81052|2.88524|2.96704|3.05301
BBT,1.0198,69,1.14304,0.99536|1.00564|1.01381|1.02207|1.02991|1.0371|1.04272|1.0483|1.05317|1.05839|1.06433|1.07001|1.07515|1.07911|1.08199|1.08456|1.08727|1.09043|1.09328|1.09612|1.1008|1.10494|1.10798|1.11153|1.11616|1.12025|1.12385|1.12773|1.13049|1.13336|1.13729|1.14008|1.14109|1.14145|1.14304|1.14247
HCA,1.3407,71,3.55105,1.00653|1.0435|1.08488|1.13461|1.18223|1.23182|1.28554|1.33777|1.38643|1.43326|1.48794|1.54675|1.61114|1.66944|1.72959|1.7959|1.86511|1.93534|1.99812|2.05408|2.10865|2.17537|2.25359|2.31867|2.37564|2.44544|2.51712|2.61279|2.71484|2.81823|2.92489|3.03126|3.15686|3.28067|3.40218|3.55105
HUM,1.346,71,3.36102,1.0062|1.05002|1.09937|1.14991|1.19801|1.24142|1.28315|1.3295|1.38193|1.43847|1.50007|1.56431|1.62756|1.69029|1.74851|1.8078|1.8716|1.93974|2.01394|2.0925|2.17255|2.24894|2.31522|2.38282|2.45884|2.54588|2.64436|2.74936|2.85076|2.93991|3.01615|3.09393|3.16872|3.23549|3.29365|3.36102
AFL,1.065,71,1.46889,1.00039|1.02115|1.03967|1.05839|1.07428|1.08738|1.10049|1.11158|1.12501|1.13704|1.15047|1.16335|1.17546|1.18467|1.19316|1.20481|1.22012|1.23461|1.24708|1.25771|1.27253|1.28698|1.30292|1.31601|1.33025|1.34326|1.35565|1.36842|1.3823|1.39483|1.40592|1.41958|1.43349|1.4441|1.45827|1.46889
TRV,1.0891,71,1.62809,0.99891|1.0161|1.03071|1.04531|1.05727|1.06832|1.07985|1.09376|1.10658|1.11934|1.13457|1.14688|1.16152|1.17399|1.18633|1.20375|1.22368|1.24168|1.26114|1.28197|1.30213|1.32181|1.34279|1.36432|1.385|1.40636|1.42687|1.44739|1.47033|1.49264|1.51344|1.53651|1.56063|1.58339|1.6061|1.62809
BAX,1.0724,71,1.51906,0.99922|1.01631|1.03295|1.04985|1.06662|1.08341|1.0987|1.11334|1.12803|1.14256|1.15671|1.17043|1.18202|1.19029|1.19851|1.21084|1.22424|1.23881|1.25282|1.26849|1.28509|1.30024|1.31711|1.33337|1.34751|1.36268|1.37743|1.39389|1.41096|1.42791|1.44391|1.46046|1.47423|1.4873|1.50273|1.51906
VLO,1.328,67,3.0136,1.00321|1.03723|1.07381|1.11661|1.16021|1.20585|1.25717|1.31257|1.36869|1.42793|1.48908|1.55468|1.62239|1.69576|1.76985|1.84545|1.92063|1.99898|2.0804|2.16628|2.25265|2.34019|2.42069|2.49366|2.56323|2.63134|2.70141|2.76774|2.82819|2.87872|2.93354|2.96057|2.99651|3.0136|3.00712|3.01269
EL,1.1806,71,2.29001,1.00059|1.02135|1.04425|1.06835|1.09387|1.12118|1.14969|1.17854|1.20719|1.23504|1.26466|1.29524|1.32505|1.35401|1.38142|1.41137|1.44462|1.47989|1.51819|1.55365|1.5909|1.62873|1.67078|1.71403|1.75787|1.80194|1.84357|1.88727|1.93303|1.97838|2.02369|2.07418|2.12919|2.18241|2.234|2.29001
FIS,1.1091,71,1.74679,1.00007|1.0175|1.03855|1.05788|1.07536|1.09166|1.10857|1.12779|1.1504|1.17198|1.19378|1.21493|1.23432|1.25462|1.27333|1.29307|1.31226|1.33072|1.34902|1.3683|1.3904|1.41456|1.4394|1.46718|1.49585|1.52554|1.55284|1.57823|1.60259|1.62397|1.64721|1.66999|1.69193|1.71339|1.73055|1.74679
ETN,1.1085,71,1.74341,0.99963|1.01852|1.03807|1.06029|1.08211|1.10461|1.12744|1.15031|1.17422|1.19575|1.21748|1.23762|1.25655|1.27196|1.2869|1.30468|1.32398|1.3442|1.36486|1.38503|1.4072|1.43141|1.45985|1.4892|1.51659|1.54465|1.5712|1.5942|1.6183|1.63909|1.65658|1.67408|1.69331|1.70998|1.72643|1.74341
SHW,1.2586,71,2.84743,1.00555|1.03592|1.06458|1.09669|1.12944|1.16439|1.19901|1.23467|1.27328|1.31186|1.35185|1.39076|1.43031|1.47121|1.5109|1.555|1.60517|1.65781|1.71197|1.76838|1.82726|1.88611|1.94704|2.01016|2.07398|2.14071|2.20326|2.26633|2.32863|2.3923|2.45844|2.52787|2.60358|2.67934|2.75972|2.84743
MAR,1.1525,71,2.05121,1.0013|1.02613|1.05126|1.07788|1.10576|1.13441|1.16345|1.194|1.22275|1.24818|1.27653|1.30563|1.33047|1.35366|1.37468|1.39767|1.42391|1.45273|1.4842|1.51686|1.54968|1.58353|1.61706|1.65267|1.69119|1.731|1.76902|1.80602|1.84305|1.87883|1.91389|1.94539|1.97452|1.99894|2.02538|2.05121
ATVI,1.3722,71,3.52973,1.00602|1.05689|1.1124|1.17386|1.23615|1.3048|1.37151|1.42681|1.48318|1.53762|1.59809|1.65478|1.69872|1.73477|1.76935|1.81196|1.8626|1.93382|2.01954|2.10902|2.20309|2.30357|2.41058|2.5086|2.59658|2.68091|2.78428|2.91863|3.04847|3.14963|3.24759|3.33827|3.40723|3.44663|3.4829|3.52973
ROP,1.2295,71,2.6187,1.00515|1.03468|1.06501|1.09671|1.12908|1.16284|1.19865|1.23435|1.26872|1.30377|1.34064|1.37748|1.41292|1.44848|1.48575|1.52754|1.57165|1.61761|1.66626|1.71643|1.76881|1.82004|1.87233|1.92504|1.9794|2.03556|2.09223|2.14722|2.20233|2.25817|2.31916|2.3786|2.43449|2.49125|2.5536|2.6187
SRE,1.1261,71,1.86018,1.00126|1.0197|1.03868|1.05807|1.07809|1.09686|1.1163|1.13568|1.15491|1.17484|1.1954|1.21787|1.23959|1.26166|1.28452|1.3106|1.3385|1.36753|1.39514|1.42223|1.44963|1.47575|1.50213|1.53184|1.56213|1.59217|1.62295|1.65153|1.67884|1.70645|1.73365|1.75926|1.78587|1.8109|1.83494|1.86018
ROST,1.3101,71,3.25707,1.00796|1.04818|1.08698|1.12931|1.17206|1.21612|1.25918|1.30535|1.35325|1.40222|1.44762|1.4969|1.54894|1.6006|1.65048|1.70474|1.76417|1.82204|1.88353|1.95358|2.02296|2.09084|2.15656|2.22195|2.29363|2.36669|2.44134|2.51914|2.5986|2.67701|2.75827|2.84318|2.9387|3.03709|3.14461|3.25707
ADSK,1.2633999999999999,65,2.63666,1.00476|1.03876|1.07559|1.11818|1.16095|1.20935|1.26258|1.31758|1.37416|1.42932|1.48624|1.54492|1.6051|1.65993|1.7137|1.76639|1.81618|1.87609|1.93843|1.9966|2.05666|2.11072|2.1725|2.24571|2.3186|2.38545|2.44586|2.49727|2.54719|2.59106|2.61461|2.63324|2.63666|2.63472|2.62981|2.62975
FISV,1.19,71,2.34382,1.003|1.03053|1.05642|1.08231|1.10558|1.1301|1.15582|1.18237|1.20915|1.23541|1.26699|1.29774|1.32758|1.35583|1.38361|1.4157|1.45262|1.49116|1.53181|1.57378|1.61782|1.65977|1.70354|1.74839|1.79352|1.83989|1.88782|1.9368|1.98777|2.03736|2.08768|2.14128|2.1932|2.24396|2.29394|2.34382
JCI,1.0214,55,1.13299,0.99083|0.99437|0.99871|1.00558|1.00896|1.01202|1.01408|1.0188|1.02505|1.03035|1.0363|1.03871|1.04001|1.0435|1.04957|1.05667|1.06298|1.06982|1.07794|1.08594|1.09541|1.10311|1.11062|1.11739|1.12378|1.12849|1.12995|1.13299|1.1324|1.12972|1.12234|1.12028|1.11929|1.11921|1.11869|1.1159
F,1.037,71,1.27831,0.98803|0.99558|1.00528|1.01416|1.02678|1.043|1.06228|1.07219|1.08052|1.08315|1.10029|1.11092|1.11315|1.10796|1.0929|1.0774|1.07182|1.0778|1.08231|1.08565|1.08581|1.09291|1.1087|1.13468|1.15516|1.18004|1.20392|1.22741|1.24276|1.24841|1.25171|1.25805|1.27142|1.27481|1.27769|1.27831
WMB,1.1713,65,2.10594,0.99448|1.01757|1.04999|1.08711|1.11781|1.14537|1.17041|1.19741|1.2208|1.25005|1.28324|1.32127|1.36234|1.40412|1.44902|1.49093|1.53524|1.58024|1.61221|1.63878|1.66844|1.70585|1.75196|1.79677|1.84125|1.87904|1.92228|1.96959|2.02093|2.05885|2.08226|2.10115|2.10594|2.09145|2.03703|1.95638
ALL,1.0819,71,1.54835,0.99921|1.0164|1.03415|1.05387|1.07123|1.08624|1.09962|1.11326|1.12659|1.14132|1.15901|1.17774|1.19618|1.21196|1.22495|1.23936|1.25581|1.27198|1.29084|1.31119|1.33036|1.34845|1.36766|1.38634|1.40365|1.42143|1.43898|1.45562|1.47178|1.48726|1.50144|1.5131|1.52358|1.53016|1.54011|1.54835
RHT,1.2441,71,2.64844,0.99551|1.03097|1.07191|1.11559|1.16687|1.21617|1.26573|1.31262|1.35772|1.40567|1.44866|1.49131|1.54129|1.59165|1.65331|1.72331|1.78314|1.8286|1.87723|1.92018|1.96536|1.99964|2.04246|2.09277|2.14593|2.2098|2.27243|2.33342|2.38333|2.41751|2.45202|2.48467|2.52059|2.55803|2.60654|2.64844
REGN,1.9038,71,7.7214,1.01094|1.05174|1.09307|1.13308|1.18053|1.23349|1.28657|1.34866|1.4321|1.52121|1.61027|1.7101|1.8192|1.94348|2.07097|2.21544|2.38163|2.55851|2.73277|2.91621|3.13257|3.35554|3.58349|3.83514|4.09355|4.36516|4.66158|4.95524|5.27259|5.5884|5.8887|6.20633|6.55044|6.93058|7.33468|7.7214
DAL,1.4641,71,4.38533,0.9965|1.02369|1.05924|1.09497|1.13065|1.17589|1.23014|1.2939|1.35891|1.42805|1.49334|1.55823|1.62578|1.70389|1.77971|1.85157|1.91792|1.99097|2.06722|2.1517|2.23997|2.33107|2.43023|2.54494|2.66624|2.8033|2.94288|3.09274|3.2439|3.40433|3.57675|3.75464|3.92801|4.08858|4.25069|4.38533
DG,1.196,71,2.39811,1.00658|1.03942|1.07168|1.10191|1.13216|1.16288|1.19459|1.23019|1.26351|1.29493|1.32766|1.35942|1.389|1.41909|1.44793|1.47522|1.50726|1.54235|1.58406|1.62876|1.66834|1.70873|1.75576|1.80188|1.84826|1.89527|1.94736|2.00112|2.05519|2.1081|2.15818|2.21021|2.25918|2.30275|2.34079|2.39811
XLNX,1.0539,71,1.38177,0.99377|1.00485|1.01548|1.02139|1.02376|1.02903|1.03947|1.0501|1.06096|1.06992|1.07888|1.09026|1.10012|1.11168|1.12056|1.13141|1.14044|1.14927|1.15979|1.17004|1.18108|1.19036|1.19954|1.21245|1.22399|1.2344|1.24749|1.26083|1.27456|1.28739|1.30582|1.32015|1.3344|1.35191|1.36755|1.38177
EBAY,1.1311,71,1.858,0.9974|1.01877|1.04059|1.06757|1.09401|1.12147|1.15139|1.18102|1.21173|1.2443|1.28157|1.31898|1.3554|1.39005|1.42076|1.4553|1.48941|1.52226|1.56055|1.59603|1.62814|1.65875|1.69061|1.71328|1.7264|1.7403|1.75366|1.76669|1.77669|1.78392|1.79225|1.79913|1.81114|1.82482|1.83987|1.858
YUM,1.1835,71,2.29794,1.00427|1.0331|1.06166|1.09282|1.12279|1.15316|1.18462|1.21628|1.2479|1.27889|1.31209|1.34221|1.37098|1.39949|1.42603|1.45622|1.48851|1.52599|1.56526|1.60493|1.64455|1.68552|1.73029|1.77354|1.817|1.85852|1.90115|1.94582|1.99131|2.03433|2.0775|2.11765|2.15931|2.20137|2.24914|2.29794
SYY,1.042,71,1.2947,0.99834|1.01303|1.02624|1.03987|1.05356|1.0651|1.07485|1.08458|1.09321|1.10161|1.11075|1.1224|1.13292|1.14226|1.15219|1.16314|1.17249|1.18118|1.19111|1.20184|1.21119|1.22092|1.22863|1.23492|1.23947|1.24414|1.24861|1.25416|1.26308|1.27017|1.27486|1.28012|1.28274|1.28344|1.28886|1.2947
HPQ,1.066,65,1.42273,0.99064|0.99673|1.00384|1.01445|1.02595|1.03986|1.05729|1.0754|1.09225|1.10873|1.12564|1.14019|1.15427|1.1652|1.17575|1.18605|1.19502|1.20324|1.20969|1.21411|1.22504|1.23537|1.24883|1.26603|1.2847|1.30689|1.32892|1.35038|1.37219|1.39327|1.40998|1.41898|1.42273|1.42087|1.41943|1.4106
EA,1.2163,69,2.33251,0.9959|1.02102|1.04847|1.07589|1.10416|1.13586|1.17051|1.20287|1.2335|1.26756|1.30465|1.34661|1.38798|1.43151|1.47931|1.52793|1.57443|1.62085|1.67021|1.72261|1.77881|1.82988|1.88463|1.93912|1.99517|2.0511|2.10577|2.15967|2.20622|2.24546|2.27759|2.30053|2.31678|2.32935|2.33251|2.32406
PEG,1.0638,71,1.41697,0.9981|1.01306|1.02642|1.03954|1.05187|1.06347|1.07485|1.08667|1.09676|1.10538|1.11423|1.12482|1.13687|1.14854|1.15937|1.17337|1.19059|1.20903|1.22582|1.24111|1.2538|1.26642|1.27886|1.29204|1.30548|1.31826|1.33474|1.35076|1.36536|1.3803|1.39236|1.40042|1.40753|1.41144|1.41387|1.41697
MCO,1.2311,71,2.55786,1.00418|1.03505|1.06612|1.09811|1.13125|1.16771|1.20579|1.2443|1.28505|1.32631|1.3684|1.40946|1.45194|1.49589|1.5352|1.57619|1.61851|1.66735|1.71713|1.76378|1.81209|1.86294|1.91949|1.97473|2.02924|2.08003|2.13438|2.1907|2.24806|2.30115|2.34766|2.39509|2.44593|2.49168|2.52921|2.55786
WELL,1.0728,71,1.5213,0.99939|1.01667|1.03362|1.0485|1.06235|1.07545|1.088|1.09959|1.11297|1.12631|1.14041|1.15457|1.16807|1.17987|1.19195|1.20557|1.22108|1.23647|1.25354|1.27006|1.28491|1.29944|1.31527|1.32967|1.34258|1.35545|1.37249|1.38859|1.40399|1.4195|1.43468|1.45102|1.46794|1.48378|1.50101|1.5213
ALXN,1.5836999999999999,71,5.3966,1.00239|1.03489|1.0705|1.10255|1.13344|1.16978|1.21128|1.26113|1.31721|1.38359|1.45342|1.52271|1.59668|1.67736|1.76299|1.85633|1.94988|2.05443|2.1672|2.28406|2.40806|2.54027|2.68882|2.83571|2.99611|3.16545|3.34525|3.53715|3.74031|3.95699|4.18289|4.41358|4.64072|4.87685|5.13258|5.3966
XEL,1.0605,71,1.41821,0.99829|1.0123|1.0251|1.03788|1.04908|1.05847|1.0677|1.07662|1.08485|1.09353|1.10221|1.11039|1.118|1.12509|1.13222|1.14568|1.16284|1.17942|1.19527|1.21082|1.22531|1.23919|1.2538|1.26801|1.28246|1.29749|1.31133|1.32279|1.33382|1.34483|1.35732|1.36914|1.38038|1.39095|1.40418|1.41821
STI,1.0287,63,1.20033,0.99285|1.0027|1.01191|1.02354|1.03514|1.04747|1.05846|1.06656|1.07396|1.08242|1.09044|1.09908|1.10455|1.10705|1.10753|1.10906|1.11246|1.11982|1.12567|1.13155|1.14024|1.1478|1.15415|1.16074|1.16556|1.17164|1.17826|1.18361|1.18945|1.19546|1.19958|1.20033|1.20004|1.19631|1.195|1.19082
APH,1.2482,71,2.74882,1.00638|1.03723|1.0674|1.0956|1.12517|1.15458|1.18717|1.22316|1.25987|1.298|1.33935|1.38068|1.42168|1.46244|1.50383|1.54906|1.59372|1.6399|1.68939|1.74085|1.79492|1.84892|1.90702|1.96551|2.02426|2.0835|2.14519|2.21113|2.27896|2.34954|2.42223|2.48944|2.55325|2.61575|2.68067|2.74882
TEL,1.2011,71,2.45274,0.99857|1.01946|1.04241|1.06659|1.09179|1.11707|1.14379|1.17151|1.20428|1.24011|1.27882|1.31735|1.35055|1.38039|1.40525|1.4327|1.45931|1.49124|1.52377|1.55646|1.59568|1.63115|1.67386|1.72423|1.77817|1.83936|1.90101|1.96316|2.02371|2.08641|2.15428|2.22024|2.28258|2.3353|2.39643|2.45274
WDAY,1.1779,71,2.86461,1.00747|1.04506|1.07572|1.10947|1.13927|1.16781|1.19805|1.22262|1.23575|1.26154|1.2865|1.30793|1.32291|1.32906|1.33783|1.3532|1.36682|1.38386|1.39334|1.38775|1.42835|1.4471|1.47979|1.51603|1.55519|1.61993|1.69195|1.77563|1.85311|1.90716|2.03893|2.1996|2.31602|2.48614|2.6674|2.86461
OKE,1.1705,71,2.20818,1.00299|1.03363|1.06598|1.0993|1.13172|1.16054|1.1851|1.2098|1.23498|1.26342|1.29482|1.32654|1.36086|1.3941|1.42438|1.45509|1.48631|1.5184|1.54708|1.57103|1.60058|1.63544|1.66875|1.70625|1.74295|1.7794|1.82491|1.87619|1.92907|1.98018|2.02811|2.07198|2.11082|2.14229|2.17028|2.20818
LRCX,1.1679,71,2.10703,0.99548|1.01865|1.04685|1.07643|1.10864|1.1419|1.1783|1.21221|1.24262|1.27255|1.30487|1.33903|1.37205|1.40117|1.4283|1.45872|1.49342|1.52743|1.56278|1.59148|1.62272|1.65277|1.68688|1.72569|1.77074|1.81868|1.8602|1.90474|1.94607|1.98412|2.01645|2.04162|2.06386|2.08293|2.09622|2.10703
VFC,1.1995,71,2.41748,1.00338|1.02995|1.05653|1.08646|1.11852|1.14877|1.17744|1.20758|1.23628|1.26454|1.29492|1.32375|1.3527|1.3801|1.41097|1.44475|1.4815|1.51907|1.56035|1.60295|1.64703|1.69399|1.74335|1.79246|1.8419|1.89331|1.9453|1.99664|2.04844|2.10017|2.15234|2.20154|2.25476|2.30827|2.36217|2.41748
GIS,1.0705,71,1.49345,0.99855|1.009|1.01774|1.02729|1.03809|1.04697|1.05617|1.06683|1.07807|1.08906|1.10065|1.11183|1.12288|1.1351|1.14811|1.16267|1.17791|1.19237|1.20593|1.22033|1.23552|1.25093|1.26742|1.28472|1.30146|1.31749|1.33302|1.34909|1.36612|1.38489|1.40176|1.41797|1.4355|1.45384|1.4737|1.49345
STZ,1.4414,71,4.07558,1.00654|1.04289|1.08117|1.1232|1.16914|1.21909|1.26953|1.3229|1.38122|1.439|1.49937|1.56287|1.62981|1.69276|1.75993|1.83467|1.9156|2.00232|2.09561|2.19816|2.30145|2.40718|2.51828|2.63137|2.74669|2.86724|2.98952|3.11018|3.23583|3.36055|3.48089|3.59658|3.71471|3.83413|3.95288|4.07558
ED,1.0405,71,1.2841,0.99786|1.00755|1.01645|1.02548|1.03463|1.04344|1.05204|1.06099|1.07096|1.08041|1.08905|1.09863|1.10778|1.1156|1.12278|1.13145|1.14068|1.14899|1.15743|1.16649|1.17415|1.18138|1.18827|1.19531|1.2019|1.20952|1.21804|1.22532|1.23239|1.23884|1.24529|1.25246|1.26037|1.267|1.27484|1.2841
LYB,1.2287,71,2.64365,1.00586|1.04755|1.08998|1.13009|1.16454|1.19621|1.22446|1.25937|1.30587|1.35657|1.40562|1.44647|1.49744|1.5545|1.60152|1.65188|1.69916|1.7448|1.78723|1.82834|1.8872|1.94329|2.00262|2.05269|2.08857|2.10051|2.09094|2.1426|2.23073|2.29968|2.33614|2.37475|2.44122|2.48242|2.55741|2.64365
ZBH,1.0733,69,1.51033,0.99984|1.01825|1.037|1.05687|1.07588|1.0939|1.11214|1.13109|1.15137|1.17154|1.1913|1.21225|1.2321|1.24856|1.2605|1.2709|1.27971|1.28748|1.29892|1.31146|1.32252|1.33208|1.34368|1.35713|1.36955|1.38802|1.40795|1.42599|1.44381|1.46185|1.47868|1.49235|1.50278|1.5095|1.51033|1.50813
IR,1.1314,71,1.90202,0.9997|1.02372|1.04955|1.0766|1.10183|1.12588|1.14898|1.17263|1.1968|1.22191|1.24932|1.27627|1.30117|1.32053|1.33802|1.35631|1.37874|1.40613|1.43457|1.46211|1.48969|1.51456|1.54327|1.57399|1.60539|1.63979|1.67453|1.70766|1.7411|1.76992|1.79605|1.82003|1.84219|1.86411|1.88368|1.90202
PPG,1.1480000000000001,71,2.02718,0.99838|1.01447|1.0316|1.051|1.07055|1.08942|1.10959|1.1305|1.15269|1.17477|1.19914|1.22193|1.24503|1.26662|1.28828|1.31159|1.33956|1.37073|1.40258|1.43516|1.46936|1.50235|1.53826|1.57593|1.61294|1.65287|1.69179|1.73032|1.76836|1.80527|1.84116|1.87636|1.91452|1.95|1.98901|2.02718
STT,1.0452,71,1.30788,0.99443|1.00743|1.01824|1.03018|1.03802|1.04653|1.05445|1.06365|1.07261|1.08221|1.09481|1.10547|1.11384|1.1215|1.12798|1.1356|1.14439|1.15295|1.16026|1.16809|1.1776|1.1858|1.19611|1.20593|1.21559|1.22605|1.23611|1.24854|1.26085|1.27073|1.27783|1.2854|1.29317|1.29763|1.30442|1.30788
GLW,1.114,61,1.73913,0.99234|1.01113|1.03979|1.06298|1.08636|1.11181|1.14425|1.1763|1.20481|1.22502|1.24877|1.26955|1.29558|1.3232|1.34884|1.38681|1.43366|1.47815|1.51531|1.55162|1.59097|1.61149|1.60719|1.61273|1.62984|1.64194|1.666|1.69587|1.72284|1.73579|1.73913|1.73782|1.73818|1.73655|1.7028|1.6444
LUV,1.1865999999999999,71,2.25593,0.99766|1.01943|1.04126|1.06472|1.08868|1.11012|1.13196|1.15831|1.18725|1.21466|1.24541|1.27763|1.30858|1.33857|1.36729|1.3995|1.43445|1.47155|1.51169|1.55236|1.59338|1.62955|1.6634|1.70614|1.75623|1.81038|1.86309|1.91689|1.96819|2.02039|2.07767|2.13156|2.17553|2.20863|2.23909|2.25593
A,1.0847,71,1.57267,0.99544|1.00755|1.02192|1.03659|1.05384|1.06992|1.0823|1.09888|1.11596|1.13167|1.14896|1.16767|1.18705|1.2033|1.21797|1.2323|1.24935|1.27076|1.28851|1.30114|1.31094|1.32144|1.33364|1.35195|1.37394|1.39582|1.41805|1.443|1.46777|1.48749|1.50448|1.52293|1.53719|1.55059|1.56289|1.57267
PAYX,1.0436,71,1.28972,0.99577|1.00698|1.01711|1.02498|1.03155|1.03464|1.03955|1.04618|1.05335|1.06044|1.06915|1.07699|1.0854|1.09298|1.09968|1.10994|1.12246|1.13402|1.14573|1.15642|1.16628|1.1757|1.18366|1.19135|1.20147|1.21233|1.22128|1.23007|1.2383|1.24515|1.25261|1.26066|1.27004|1.27842|1.28619|1.28972
WEC,1.1258,71,1.88242,1.00245|1.02186|1.04076|1.05952|1.07862|1.09839|1.11763|1.13787|1.15956|1.18084|1.20252|1.22607|1.24956|1.27176|1.29436|1.31918|1.34512|1.37233|1.39961|1.42719|1.45282|1.47864|1.50448|1.52927|1.555|1.58362|1.61286|1.64049|1.67006|1.70039|1.73071|1.75953|1.7896|1.81852|1.8494|1.88242
HAL,1.1298,69,1.82062,0.9925|1.01032|1.02878|1.0476|1.06544|1.08951|1.11077|1.13195|1.15331|1.17452|1.20082|1.22896|1.25927|1.28708|1.31328|1.33801|1.36531|1.39584|1.42817|1.45684|1.48824|1.52325|1.55721|1.58896|1.61546|1.63738|1.65866|1.68326|1.70903|1.73169|1.75327|1.77459|1.79692|1.81147|1.82062|1.81891
TROW,1.1353,71,1.92681,0.99849|1.02045|1.04238|1.06263|1.08325|1.10599|1.12783|1.15025|1.17307|1.19547|1.22038|1.24441|1.2676|1.28874|1.30924|1.33078|1.35734|1.38691|1.41637|1.44528|1.47495|1.50362|1.5344|1.56824|1.59988|1.62925|1.66031|1.69535|1.73122|1.76227|1.79312|1.82363|1.85266|1.8774|1.90225|1.92681
CNC,1.3335,71,3.4251,1.00798|1.05444|1.09944|1.14262|1.18954|1.23922|1.29032|1.34804|1.40352|1.45739|1.51468|1.56972|1.62828|1.68374|1.74093|1.79946|1.8673|1.92794|1.97856|2.02306|2.0791|2.13937|2.21543|2.29552|2.37943|2.46269|2.54918|2.63767|2.74649|2.83886|2.91806|3.01728|3.12315|3.22713|3.32346|3.4251
DFS,1.359,71,3.44997,0.99709|1.02218|1.0531|1.08931|1.12398|1.15595|1.19246|1.23277|1.28046|1.33348|1.39363|1.45467|1.5187|1.58026|1.63845|1.69862|1.76547|1.83897|1.91716|1.99367|2.07585|2.15592|2.23774|2.32052|2.41314|2.50935|2.60939|2.7084|2.8063|2.90183|2.99924|3.09791|3.19204|3.28171|3.37134|3.44997
